path;kind;title;year;season;episode;tmdb_id;source
Paw Patrol/PAW.Patrol.S10/9.mp4;tv_show;Paw Patrol;;10;9;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/10.mp4;tv_show;Paw Patrol;;11;10;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/11.mp4;tv_show;Paw Patrol;;11;11;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/12.mp4;tv_show;Paw Patrol;;11;12;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/13.mp4;tv_show;Paw Patrol;;11;13;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/1.mp4;tv_show;Paw Patrol;2013;11;1;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/2.mp4;tv_show;Paw Patrol;;11;2;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/3.mp4;tv_show;Paw Patrol;;11;3;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/4.mp4;tv_show;Paw Patrol;;11;4;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/5.mp4;tv_show;Paw Patrol;;11;5;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/6.mp4;tv_show;Paw Patrol;;11;6;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/7.mp4;tv_show;Paw Patrol;;11;7;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/8.mp4;tv_show;Paw Patrol;;11;8;57532;openai-pass1
Paw Patrol/PAW.Patrol.S11/9.mp4;tv_show;Paw Patrol;;11;9;57532;openai-pass1
Paw Patrol/Мегащенки.mp4;film;Щенячий патруль: Мегащенки;2018;;;552095;pocket2
Paw Patrol/На_старт,_внимание,_марш!.mp4;film;PAW Patrol: Ready, Race, Rescue!;2019;;;624620;manual
Paw Patrol/Улётная_помощь.mp4;film;Щенячий патруль: Улётная помощь;2024;;;743439;manual
Paw Patrol/Щенячий_патруль_в_кино.mp4;film;Paw Patrol;;;;893723;openai-pass1
Paw Patrol/Щенячий_патруль_Мегафильм_Videofilm_Ltd_s1s1q720.mp4;tv_show;Paw Patrol;2013;1;1;57532;openai-pass1
Robin_Hood.mp4;film;Робин Гуд;1973;;;11886;pocket2
The Bad Guys/Плохие_парни_Полное_дублирование_Пифагорq720.mp4;film;The Bad Guys;;;;629542;openai-pass1
Академия единорогов/Season_1/1.mp4;tv_show;Академия единорогов;;1;1;221504;openai-pass1
Академия единорогов/Season_1/2.mp4;tv_show;Академия единорогов;;1;2;221504;openai-pass1
Академия единорогов/Season_1/3.mp4;tv_show;Академия единорогов;;1;3;221504;openai-pass1
Академия единорогов/Season_1/4.mp4;tv_show;Академия единорогов;;1;4;221504;openai-pass1
Академия единорогов/Season_1/5.mp4;tv_show;Академия единорогов;;1;5;221504;openai-pass1
Академия единорогов/Season_1/6.mp4;tv_show;Академия единорогов;;1;6;221504;openai-pass1
Академия единорогов/Season_1/7.mp4;tv_show;Академия единорогов;;1;7;221504;openai-pass1
Академия единорогов/Season_1/8.mp4;tv_show;Академия единорогов;;1;8;221504;openai-pass1
Академия единорогов/Season_1/9.mp4;tv_show;Академия единорогов;;1;9;221504;openai-pass1
Академия единорогов/Season_2/10.mp4;tv_show;Академия единорогов;;2;10;221504;openai-pass1
Академия единорогов/Season_2/1.mp4;tv_show;Академия единорогов;;2;1;221504;openai-pass1
Академия единорогов/Season_2/2.mp4;tv_show;Академия единорогов;;2;2;221504;openai-pass1
Академия единорогов/Season_2/3.mp4;tv_show;Академия единорогов;;2;3;221504;openai-pass1
Академия единорогов/Season_2/4.mp4;tv_show;Академия единорогов;;2;4;221504;openai-pass1
Академия единорогов/Season_2/5.mp4;tv_show;Академия единорогов;;2;5;221504;openai-pass1
Академия единорогов/Season_2/6.mp4;tv_show;Академия единорогов;;2;6;221504;openai-pass1
Академия единорогов/Season_2/7.mp4;tv_show;Академия единорогов;;2;7;221504;openai-pass1
Академия единорогов/Season_2/8.mp4;tv_show;Академия единорогов;;2;8;221504;openai-pass1
Академия единорогов/Season_2/9.mp4;tv_show;Академия единорогов;;2;9;221504;openai-pass1
Аладдин (Дублированный)[q720].mp4;film;Аладдин;;;;420817;openai-pass1
Алиса_в_стране_чудес_Дублированныйq360.mp4;film;Алиса в стране чудес;;;;1417539;openai-pass1
Анастасия (Дублированный)[q480].mp4;film;Анастасия;;;;9444;openai-pass1
Балто/1.mp4;film;Балто;1995;;;21032;franchise
Балто/2.mp4;film;Балто 2: В поисках волка;2002;;;25913;franchise
Балто/3.mp4;film;Балто 3: Крылья перемен;2004;;;34942;franchise
Белоснежка_и_семь_гномов_Дублированныйq720.mp4;film;Белоснежка и семь гномов;;;;408;openai-pass1
Бешеные_скачки_Дублированный_Провайдер_2q720.mp4;film;Бешеные скачки;2005;;;6439;pocket2
Блуи/Сезон 1/01.mkv;tv_show;Блуи;;1;01;82728;manual
Блуи/Сезон 1/02.mkv;tv_show;Bluey;2018;1;02;82728;manual
Блуи/Сезон 1/03.mkv;tv_show;Блуи;;1;03;82728;manual
Блуи/Сезон 1/04.mkv;tv_show;Блуи;;1;04;82728;manual
Блуи/Сезон 1/05.mkv;tv_show;Блуи;;1;05;82728;manual
Блуи/Сезон 1/06.mkv;tv_show;Блуи;;1;06;82728;manual
Блуи/Сезон 1/07.mkv;tv_show;Блуи;;1;07;82728;manual
Блуи/Сезон 1/08.mkv;tv_show;Блуи;;1;08;82728;manual
Блуи/Сезон 1/09.mkv;tv_show;Bluey;2018;1;09;82728;manual
Блуи/Сезон 1/10.mkv;tv_show;Блуи;;1;10;82728;openai-pass1
Блуи/Сезон 1/11.mkv;tv_show;Блуи;;1;11;82728;openai-pass1
Блуи/Сезон 1/12.mkv;tv_show;Блуи;;1;12;82728;openai-pass1
Блуи/Сезон 1/13.mkv;tv_show;Блуи;;1;13;82728;openai-pass1
Блуи/Сезон 1/14.mkv;tv_show;Блуи;;1;14;82728;openai-pass1
Блуи/Сезон 1/15.mkv;tv_show;Блуи;;1;15;82728;openai-pass1
Блуи/Сезон 1/16.mkv;tv_show;Блуи;;1;16;82728;openai-pass1
Блуи/Сезон 1/17.mkv;tv_show;Блуи;;1;17;82728;openai-pass1
Блуи/Сезон 1/18.mkv;tv_show;Блуи;;1;18;82728;openai-pass1
Блуи/Сезон 1/19.mkv;tv_show;Блуи;;1;19;82728;openai-pass1
Блуи/Сезон 1/20.mkv;tv_show;Блуи;;1;20;82728;openai-pass1
Блуи/Сезон 1/21.mkv;tv_show;Bluey;2018;1;21;82728;openai-pass1
Блуи/Сезон 1/22.mkv;tv_show;Блуи;;1;22;82728;openai-pass1
Блуи/Сезон 1/23.mkv;tv_show;Блуи;;1;23;82728;openai-pass1
Блуи/Сезон 1/24.mkv;tv_show;Bluey;2018;1;24;82728;openai-pass1
Блуи/Сезон 1/25.mkv;tv_show;Блуи;;1;25;82728;openai-pass1
Блуи/Сезон 1/26.mkv;tv_show;Блуи;;1;26;82728;openai-pass1
Блуи/Сезон 1/27.mkv;tv_show;Блуи;;1;27;82728;openai-pass1
Блуи/Сезон 1/28.mkv;tv_show;Блуи;;1;28;82728;openai-pass1
Блуи/Сезон 1/29.mkv;tv_show;Блуи;;1;29;82728;openai-pass1
Блуи/Сезон 1/30.mkv;tv_show;Bluey;2018;1;30;82728;openai-pass1
Блуи/Сезон 1/31.mkv;tv_show;Блуи;;1;31;82728;openai-pass1
Блуи/Сезон 1/32.mkv;tv_show;Блуи;;1;32;82728;openai-pass1
Блуи/Сезон 1/33.mkv;tv_show;Блуи;;1;33;82728;openai-pass1
Блуи/Сезон 1/34.mkv;tv_show;Блуи;;1;34;82728;openai-pass1
Блуи/Сезон 1/35.mkv;tv_show;Блуи;;1;35;82728;openai-pass1
Блуи/Сезон 1/36.mkv;tv_show;Блуи;;1;36;82728;openai-pass1
Блуи/Сезон 1/37.mkv;tv_show;Блуи;;1;37;82728;openai-pass1
Блуи/Сезон 1/38.mkv;tv_show;Блуи;;1;38;82728;openai-pass1
Блуи/Сезон 1/39.mkv;tv_show;Bluey;2018;1;39;82728;openai-pass1
Блуи/Сезон 1/40.mkv;tv_show;Блуи;;1;40;82728;openai-pass1
Блуи/Сезон 1/41.mkv;tv_show;Блуи;;1;41;82728;openai-pass1
Блуи/Сезон 1/42.mkv;tv_show;Блуи;;1;42;82728;openai-pass1
Блуи/Сезон 1/43.mkv;tv_show;Bluey;2018;1;43;82728;openai-pass1
Блуи/Сезон 1/44.mkv;tv_show;Блуи;;1;44;82728;openai-pass1
Блуи/Сезон 1/45.mkv;tv_show;Блуи;;1;45;82728;openai-pass1
Блуи/Сезон 1/46.mkv;tv_show;Блуи;;1;46;82728;openai-pass1
Блуи/Сезон 1/47.mkv;tv_show;Bluey;2018;1;47;82728;openai-pass1
Блуи/Сезон 1/48.mkv;tv_show;Блуи;;1;48;82728;openai-pass1
Блуи/Сезон 1/49.mkv;tv_show;Блуи;;1;49;82728;openai-pass1
Блуи/Сезон 1/50.mkv;tv_show;Блуи;;1;50;82728;openai-pass1
Блуи/Сезон 1/51.mkv;tv_show;Блуи;;1;51;82728;openai-pass1
Блуи/Сезон 1/52.mkv;tv_show;Блуи;;1;52;82728;openai-pass1
Блуи/Сезон 2/01.mp4;tv_show;Bluey;2018;2;01;82728;manual
Блуи/Сезон 2/03.mp4;tv_show;Блуи;;2;03;82728;manual
Блуи/Сезон 2/04.mp4;tv_show;Bluey;2018;2;04;82728;manual
Блуи/Сезон 2/05.mp4;tv_show;Блуи;;2;05;82728;manual
Блуи/Сезон 2/06.mp4;tv_show;Блуи;;2;06;82728;manual
Блуи/Сезон 2/07.mp4;tv_show;Блуи;;2;07;82728;manual
Блуи/Сезон 2/08.mp4;tv_show;Блуи;;2;08;82728;manual
Блуи/Сезон 2/09.mp4;tv_show;Блуи;;2;09;82728;manual
Блуи/Сезон 2/10.mp4;tv_show;Блуи;;2;10;82728;openai-pass1
Блуи/Сезон 2/11.mp4;tv_show;Блуи;;2;11;82728;openai-pass1
Блуи/Сезон 2/12.mp4;tv_show;Блуи;;2;12;82728;openai-pass1
Блуи/Сезон 2/14.mp4;tv_show;Bluey;2018;2;14;82728;openai-pass1
Блуи/Сезон 2/15.mp4;tv_show;Блуи;;2;15;82728;openai-pass1
Блуи/Сезон 2/16.mp4;tv_show;Блуи;;2;16;82728;openai-pass1
Блуи/Сезон 2/17.mp4;tv_show;Блуи;;2;17;82728;openai-pass1
Блуи/Сезон 2/18.mp4;tv_show;Блуи;;2;18;82728;openai-pass1
Блуи/Сезон 2/19.mp4;tv_show;Блуи;;2;19;82728;openai-pass1
Блуи/Сезон 2/20.mp4;tv_show;Блуи;;2;20;82728;openai-pass1
Блуи/Сезон 2/21.mp4;tv_show;Блуи;;2;21;82728;openai-pass1
Блуи/Сезон 2/22.mp4;tv_show;Блуи;;2;22;82728;openai-pass1
Блуи/Сезон 2/23.mp4;tv_show;Блуи;;2;23;82728;openai-pass1
Блуи/Сезон 2/24.mp4;tv_show;Блуи;;2;24;82728;openai-pass1
Блуи/Сезон 2/25.mp4;tv_show;Блуи;;2;25;82728;openai-pass1
Блуи/Сезон 2/26.mp4;tv_show;Блуи;;2;26;82728;openai-pass1
Блуи/Сезон 2/27.mp4;tv_show;Блуи;;2;27;82728;openai-pass1
Блуи/Сезон 2/28.mp4;tv_show;Блуи;;2;28;82728;openai-pass1
Блуи/Сезон 2/29.mp4;tv_show;Блуи;;2;29;82728;openai-pass1
Блуи/Сезон 2/30.mp4;tv_show;Блуи;;2;30;82728;openai-pass1
Блуи/Сезон 2/31.mp4;tv_show;Блуи;;2;31;82728;openai-pass1
Блуи/Сезон 2/32.mp4;tv_show;Bluey;2018;2;32;82728;openai-pass1
Блуи/Сезон 2/33.mp4;tv_show;Блуи;;2;33;82728;openai-pass1
Блуи/Сезон 2/34.mp4;tv_show;Блуи;;2;34;82728;openai-pass1
Блуи/Сезон 2/35.mp4;tv_show;Блуи;;2;35;82728;openai-pass1
Блуи/Сезон 2/36.mp4;tv_show;Bluey;2018;2;36;82728;openai-pass1
Блуи/Сезон 2/37.mp4;tv_show;Блуи;;2;37;82728;openai-pass1
Блуи/Сезон 2/38.mp4;tv_show;Блуи;;2;38;82728;openai-pass1
Блуи/Сезон 2/39.mp4;tv_show;Блуи;;2;39;82728;openai-pass1
Блуи/Сезон 2/40.mp4;tv_show;Блуи;;2;40;82728;openai-pass1
Блуи/Сезон 2/41.mp4;tv_show;Блуи;;2;41;82728;openai-pass1
Блуи/Сезон 2/42.mp4;tv_show;Блуи;;2;42;82728;openai-pass1
Блуи/Сезон 2/43.mp4;tv_show;Блуи;;2;43;82728;openai-pass1
Блуи/Сезон 2/44.mp4;tv_show;Bluey;2018;2;44;82728;openai-pass1
Блуи/Сезон 2/45.mp4;tv_show;Блуи;;2;45;82728;openai-pass1
Блуи/Сезон 2/46.mp4;tv_show;Bluey;2018;2;46;82728;openai-pass1
Блуи/Сезон 2/47.mp4;tv_show;Блуи;;2;47;82728;openai-pass1
Блуи/Сезон 2/48.mp4;tv_show;Блуи;;2;48;82728;openai-pass1
Блуи/Сезон 2/49.mp4;tv_show;Блуи;;2;49;82728;openai-pass1
Блуи/Сезон 2/50.mp4;tv_show;Блуи;;2;50;82728;openai-pass1
Блуи/Сезон 2/52.mp4;tv_show;Блуи;;2;52;82728;openai-pass1
Блуи/Сезон 3/01.mp4;tv_show;Блуи;;3;01;82728;manual
Блуи/Сезон 3/02.mp4;tv_show;Блуи;;3;02;82728;manual
Блуи/Сезон 3/03.mp4;tv_show;Блуи;;3;03;82728;manual
Блуи/Сезон 3/04.mp4;tv_show;Блуи;;3;04;82728;manual
Блуи/Сезон 3/05.mp4;tv_show;Блуи;;3;05;82728;manual
Блуи/Сезон 3/06.mp4;tv_show;Блуи;;3;06;82728;manual
Блуи/Сезон 3/07.mp4;tv_show;Блуи;;3;07;82728;manual
Блуи/Сезон 3/08.mp4;tv_show;Блуи;;3;08;82728;manual
Блуи/Сезон 3/09.mp4;tv_show;Bluey;2018;3;09;82728;manual
Блуи/Сезон 3/10.mp4;tv_show;Блуи;;3;10;82728;openai-pass1
Блуи/Сезон 3/11.mp4;tv_show;Блуи;;3;11;82728;openai-pass1
Блуи/Сезон 3/12.mp4;tv_show;Блуи;;3;12;82728;openai-pass1
Блуи/Сезон 3/13.mp4;tv_show;Блуи;;3;13;82728;openai-pass1
Блуи/Сезон 3/14.mp4;tv_show;Блуи;;3;14;82728;openai-pass1
Блуи/Сезон 3/15.mp4;tv_show;Блуи;;3;15;82728;openai-pass1
Блуи/Сезон 3/16.mp4;tv_show;Блуи;;3;16;82728;openai-pass1
Блуи/Сезон 3/17.mp4;tv_show;Блуи;;3;17;82728;openai-pass1
Блуи/Сезон 3/18.mp4;tv_show;Блуи;;3;18;82728;openai-pass1
Блуи/Сезон 3/19.mp4;tv_show;Bluey;2018;3;19;82728;openai-pass1
Блуи/Сезон 3/20.mp4;tv_show;Блуи;;3;20;82728;openai-pass1
Блуи/Сезон 3/21.mp4;tv_show;Блуи;;3;21;82728;openai-pass1
Блуи/Сезон 3/22.mp4;tv_show;Блуи;;3;22;82728;openai-pass1
Блуи/Сезон 3/24.mp4;tv_show;Блуи;;3;24;82728;openai-pass1
Блуи/Сезон 3/25.mp4;tv_show;Блуи;;3;25;82728;openai-pass1
Блуи/Сезон 3/26.mp4;tv_show;Блуи;;3;26;82728;openai-pass1
Блуи/Сезон 3/27.mp4;tv_show;Bluey;2018;3;27;82728;openai-pass1
Блуи/Сезон 3/31.mp4;tv_show;Блуи;;3;31;82728;openai-pass1
Блуи/Сезон 3/32.mp4;tv_show;Bluey;2018;3;32;82728;openai-pass1
Блуи/Сезон 3/33.mp4;tv_show;Блуи;;3;33;82728;openai-pass1
Блуи/Сезон 3/38.mp4;tv_show;Bluey;2018;3;38;82728;openai-pass1
Блуи/Сезон 3/39.mp4;tv_show;Блуи;;3;39;82728;openai-pass1
Блуи/Сезон 3/40.mp4;tv_show;Блуи;;3;40;82728;openai-pass1
Блуи/Сезон 3/41.mp4;tv_show;Блуи;;3;41;82728;openai-pass1
Блуи/Сезон 3/42.mp4;tv_show;Bluey;2018;3;42;82728;openai-pass1
Блуи/Сезон 3/43.mp4;tv_show;Bluey;2018;3;43;82728;openai-pass1
Блуи/Сезон 3/44.mp4;tv_show;Bluey;2018;3;44;82728;openai-pass1
Блуи/Сезон 3/45.mp4;tv_show;Блуи;;3;45;82728;openai-pass1
Блуи/Сезон 3/46.mp4;tv_show;Bluey;2018;3;46;82728;openai-pass1
ВАЛЛ_И_Дублированный_Провайдер_2q480.mp4;film;ВАЛЛ-И;;;;10681;openai-pass1
Вверх_Полное_дублирование_Невафильм_|_Нева_1q720.mp4;film;Вверх;;;;14160;openai-pass1
Волшебный дракон (Netflix)[q720].mp4;film;Волшебный дракон;;;;550205;openai-pass1
В_поисках_Немо_Дублированныйq720.mp4;film;В Поисках Немо;;;;12;openai-pass1
Вуншпунш/Сезон 1/10.mp4;tv_show;Вуншпунш;;1;10;69758;openai-pass1
Вуншпунш/Сезон 1/11.mp4;tv_show;Вуншпунш;;1;11;69758;openai-pass1
Вуншпунш/Сезон 1/12.mp4;tv_show;Вуншпунш;;1;12;69758;openai-pass1
Вуншпунш/Сезон 1/13.mp4;tv_show;Вуншпунш;;1;13;69758;openai-pass1
Вуншпунш/Сезон 1/14.mp4;tv_show;Вуншпунш;;1;14;69758;openai-pass1
Вуншпунш/Сезон 1/15.mp4;tv_show;Вуншпунш;;1;15;69758;openai-pass1
Вуншпунш/Сезон 1/16.mp4;tv_show;Вуншпунш;;1;16;69758;openai-pass1
Вуншпунш/Сезон 1/17.mp4;tv_show;Вуншпунш;;1;17;69758;openai-pass1
Вуншпунш/Сезон 1/18.mp4;tv_show;Вуншпунш;;1;18;69758;openai-pass1
Вуншпунш/Сезон 1/19.mp4;tv_show;Вуншпунш;;1;19;69758;openai-pass1
Вуншпунш/Сезон 1/1.mp4;tv_show;Вуншпунш;;1;1;69758;openai-pass1
Вуншпунш/Сезон 1/20.mp4;tv_show;Вуншпунш;;1;20;69758;openai-pass1
Вуншпунш/Сезон 1/21.mp4;tv_show;Вуншпунш;;1;21;69758;openai-pass1
Вуншпунш/Сезон 1/22.mp4;tv_show;Вуншпунш;;1;22;69758;openai-pass1
Вуншпунш/Сезон 1/23.mp4;tv_show;Вуншпунш;;1;23;69758;openai-pass1
Вуншпунш/Сезон 1/24.mp4;tv_show;Вуншпунш;;1;24;69758;openai-pass1
Вуншпунш/Сезон 1/25.mp4;tv_show;Вуншпунш;;1;25;69758;openai-pass1
Вуншпунш/Сезон 1/26.mp4;tv_show;Вуншпунш;;1;26;69758;openai-pass1
Вуншпунш/Сезон 1/2.mp4;tv_show;Вуншпунш;;1;2;69758;openai-pass1
Вуншпунш/Сезон 1/3.mp4;tv_show;Вуншпунш;;1;3;69758;openai-pass1
Вуншпунш/Сезон 1/4.mp4;tv_show;Вуншпунш;;1;4;69758;openai-pass1
Вуншпунш/Сезон 1/5.mp4;tv_show;Вуншпунш;;1;5;69758;openai-pass1
Вуншпунш/Сезон 1/6.mp4;tv_show;Вуншпунш;;1;6;69758;openai-pass1
Вуншпунш/Сезон 1/7.mp4;tv_show;Вуншпунш;;1;7;69758;openai-pass1
Вуншпунш/Сезон 1/8.mp4;tv_show;Вуншпунш;;1;8;69758;openai-pass1
Вуншпунш/Сезон 1/9.mp4;tv_show;Вуншпунш;;1;9;69758;openai-pass1
Вуншпунш/Сезон2/10.mp4;tv_show;Вуншпунш;;2;10;69758;openai-pass1
Вуншпунш/Сезон2/11.mp4;tv_show;Вуншпунш;;2;11;69758;openai-pass1
Вуншпунш/Сезон2/12.mp4;tv_show;Вуншпунш;;2;12;69758;openai-pass1
Вуншпунш/Сезон2/13.mp4;tv_show;Вуншпунш;;2;13;69758;openai-pass1
Вуншпунш/Сезон2/14.mp4;tv_show;Вуншпунш;;2;14;69758;openai-pass1
Вуншпунш/Сезон2/15.mp4;tv_show;Вуншпунш;;2;15;69758;openai-pass1
Вуншпунш/Сезон2/16.mp4;tv_show;Вуншпунш;;2;16;69758;openai-pass1
Вуншпунш/Сезон2/17.mp4;tv_show;Вуншпунш;;2;17;69758;openai-pass1
Вуншпунш/Сезон2/18.mp4;tv_show;Wunschpunsch;;2;18;69758;openai-pass1
Вуншпунш/Сезон2/19.mp4;tv_show;Вуншпунш;;2;19;69758;openai-pass1
Вуншпунш/Сезон2/1.mp4;tv_show;Вуншпунш;;2;1;69758;openai-pass1
Вуншпунш/Сезон2/20.mp4;tv_show;Вуншпунш;;2;20;69758;openai-pass1
Вуншпунш/Сезон2/21.mp4;tv_show;Вуншпунш;;2;21;69758;openai-pass1
Вуншпунш/Сезон2/22.mp4;tv_show;Вуншпунш;;2;22;69758;openai-pass1
Вуншпунш/Сезон2/23.mp4;tv_show;Вуншпунш;;2;23;69758;openai-pass1
Вуншпунш/Сезон2/24.mp4;tv_show;Вуншпунш;;2;24;69758;openai-pass1
Вуншпунш/Сезон2/25.mp4;tv_show;Вуншпунш;;2;25;69758;openai-pass1
Вуншпунш/Сезон2/26.mp4;tv_show;Вуншпунш;;2;26;69758;openai-pass1
Вуншпунш/Сезон2/2.mp4;tv_show;Вуншпунш;;2;2;69758;openai-pass1
Вуншпунш/Сезон2/3.mp4;tv_show;Вуншпунш;;2;3;69758;openai-pass1
Вуншпунш/Сезон2/4.mp4;tv_show;Вуншпунш;;2;4;69758;openai-pass1
Вуншпунш/Сезон2/5.mp4;tv_show;Вуншпунш;;2;5;69758;openai-pass1
Вуншпунш/Сезон2/6.mp4;tv_show;Вуншпунш;;2;6;69758;openai-pass1
Вуншпунш/Сезон2/7.mp4;tv_show;Вуншпунш;;2;7;69758;openai-pass1
Вуншпунш/Сезон2/8.mp4;tv_show;Вуншпунш;;2;8;69758;openai-pass1
Вуншпунш/Сезон2/9.mp4;tv_show;Вуншпунш;;2;9;69758;openai-pass1
Город_героев_Полное_дублирование_Невафильм_|_Нева_1q720.mp4;film;Город героев;;;;177572;openai-pass1
Гуси_лебеди_Перевод_1_Провайдер_2q720.mp4;film;Гуси Лебеди;;;;72202;openai-pass1
Дамбо/Дамбо (Дублированный)[q720].mp4;film;Дамбо;2019;;;329996;manual
Дамбо/Дамбо мульт (Дублированный)[q720].mp4;film;Дамбо;1941;;;11360;manual
Заветное_желание_Полное_дублирование_MovieDalens1s1q720.mp4;film;Заветное желание;2023;;;1022796;pocket2
Зверопой/Зверопой 2.mp4;film;Зверопой 2;2021;;;438695;manual
Зверопой/Зверопой.mp4;film;Зверопой;2016;;;335797;manual
Зверополис (Дублированный)[q720].mp4;film;Зверополис;;;;269149;openai-pass1
Золушка_Дублированный_Провайдер_2q720.mp4;film;Золушка;;;;150689;openai-pass1
История игрушек/История_игрушек_4_Дублированныйq720.mp4;film;История игрушек 4;;;;301528;openai-pass1
Как приручить дракона/Как_приручить_дракона_2_Дублированныйq720.mp4;film;How to Train Your Dragon 2;;;;82702;openai-pass1
Как приручить дракона/Как_приручить_дракона_3_Полное_дублирование_Пифагор_Провайдер_2q480.mp4;film;How to Train Your Dragon 3;;;;10191;openai-pass1
Карлик_Нос_Оригинал_Провайдер_2q480.mp4;film;Карлик Нос;;;;51349;openai-pass1
Король лев/Король_лев_2.mp4;film;Король Лев 2: Гордость Симбы;1998;;;9732;manual
Король лев/Король_Лев_3.mp4;film;Король Лев 3: Акуна Матата;2004;;;11430;manual
Король лев/Король Лев (Дублированный)[q720].mp4;film;Король Лев;1994;;;8587;manual
Корпорация монстров/Корпорация_Монстров_Дублированныйq720.mp4;film;Корпорация монстров;;;;585;openai-pass1
Корпорация монстров/Монстры за работой/10.mp4;tv_show;Монстры за работой;;1;10;90461;pocket1
Корпорация монстров/Монстры за работой/1.mp4;tv_show;Monsters at Work;2021;1;1;90461;openai-pass1
Корпорация монстров/Монстры за работой/2.mp4;tv_show;Монстры за работой;;1;2;90461;pocket1
Корпорация монстров/Монстры за работой/3.mp4;tv_show;Monsters at Work;2021;1;3;90461;openai-pass1
Корпорация монстров/Монстры за работой/4.mp4;tv_show;Монстры за работой;;1;4;90461;pocket1
Корпорация монстров/Монстры за работой/5.mp4;tv_show;Monsters at Work;2021;1;5;90461;openai-pass1
Корпорация монстров/Монстры за работой/6.mp4;tv_show;Монстры за работой;;1;6;90461;pocket1
Корпорация монстров/Монстры за работой/7.mp4;tv_show;Монстры за работой;;1;7;90461;pocket1
Корпорация монстров/Монстры за работой/8.mp4;tv_show;Монстры за работой;;1;8;90461;pocket1
Корпорация монстров/Монстры за работой/9.mp4;tv_show;Монстры за работой;;1;9;90461;pocket1
Корпорация монстров/Университет_монстров_Дублированныйq720.mp4;film;Monsters University;2013;;;62211;openai-pass1
Кот в сапогах/Кот_в_сапогах_2__Последнее_желание_TVShowsq720.mp4;film;Puss in Boots: The Last Wish;2022;;;315162;openai-pass1
Кот в сапогах/Кот в сапогах (Дублированный)[q720].mp4;film;Кот в сапогах;;;;160425;openai-pass1
Котенок гав/1.mp4;tv_show;Котёнок по имени Гав;;1;1;99955;manual
Котенок гав/2.mp4;tv_show;Котёнок по имени Гав;;1;2;99955;manual
Котенок гав/3.mp4;tv_show;Котёнок по имени Гав;;1;3;99955;manual
Котенок гав/4.mp4;tv_show;Котёнок по имени Гав;;1;4;99955;manual
Котенок гав/5.mp4;tv_show;Котёнок по имени Гав;;1;5;99955;manual
Красавица_и_чудовище_Дублированный_Провайдер_2q480.mp4;film;Красавица и чудовище;;;;321612;openai-pass1
Кунг-Фу Панда/Кунг_фу_панда_Полное_дублирование_Пифагор_Провайдер_2q720.mp4;film;Kung Fu Panda;;;;9502;openai-pass1
Леди-Баг/из_Альтернативной_Вселенной_Приключения_в.mp4;film;Леди Баг и Супер-Кот: Приключения в альтернативной вселенной;;;;1147400;manual
Леди-Баг/Лондон_На_краю_времени_｜_2024_｜_1080p.mp4;film;London: At the Edge of Time;2024;;;1147416;openai-pass1
Леди-Баг/Нью_Йорк_Союз_героев_Дублированныйs1s1q720.mp4;tv_show;Miraculous: Tales of Ladybug & Cat Noir;2015;1;1;135531;openai-pass1
Леди-Баг/Пробуждение_Дублированныйq720.mp4;film;Леди Баг и Супер-Кот: Пробуждение силы;2023;;;496450;pocket2
Леди-Баг/Сезон 1/10.mp4;tv_show;Леди-Баг;;1;10;65334;openai-pass1
Леди-Баг/Сезон 1/11.mp4;tv_show;Леди-Баг;;1;11;65334;openai-pass1
Леди-Баг/Сезон 1/12.mp4;tv_show;Леди-Баг;;1;12;65334;openai-pass1
Леди-Баг/Сезон 1/13.mp4;tv_show;Леди-Баг;;1;13;65334;openai-pass1
Леди-Баг/Сезон 1/14.mp4;tv_show;Леди-Баг;;1;14;65334;openai-pass1
Леди-Баг/Сезон 1/15.mp4;tv_show;Леди-Баг;;1;15;65334;openai-pass1
Леди-Баг/Сезон 1/16.mp4;tv_show;Леди-Баг;;1;16;65334;openai-pass1
Леди-Баг/Сезон 1/17.mp4;tv_show;Леди-Баг;;1;17;65334;openai-pass1
Леди-Баг/Сезон 1/18.mp4;tv_show;Леди-Баг;;1;18;65334;openai-pass1
Леди-Баг/Сезон 1/19.mp4;tv_show;Леди-Баг;;1;19;65334;openai-pass1
Леди-Баг/Сезон 1/1.mp4;tv_show;Леди-Баг;;1;1;65334;openai-pass1
Леди-Баг/Сезон 1/20.mp4;tv_show;Леди-Баг;;1;20;65334;openai-pass1
Леди-Баг/Сезон 1/21.mp4;tv_show;Леди-Баг;;1;21;65334;openai-pass1
Леди-Баг/Сезон 1/22.mp4;tv_show;Леди-Баг;;1;22;65334;openai-pass1
Леди-Баг/Сезон 1/23.mp4;tv_show;Леди-Баг;;1;23;65334;openai-pass1
